NUM_SERVERS;NUM_VOTERS;NUM_CANDS;RUN_LEAK_VERSION;total_time_s;data_sent_mb;data_sent_rounds;global_data_sent_mb;send_and_receive_ballots_time_s;send_and_receive_ballots_data_mb;send_and_receive_ballots_rounds;clean_ballots_time_s;clean_ballots_data_mb;clean_ballots_rounds;convert_ballots_time_s;convert_ballots_data_mb;convert_ballots_rounds;tally_time_s;tally_data_mb;tally_rounds
6;32;5;1;2625.95;18209.1;116297.0;108988.0;45.9352;97.4641;126.0;238.992;98.3506;26956.0;2232.47;17322.8;79930.0;108.413;690.5;9282.0
7;32;5;1;3825.3;25139.5;153978.0;175512.0;55.046;116.957;150.0;244.164;118.021;31450.0;3379.03;23977.5;111173.0;146.917;926.961;11202.0
8;32;5;1;5404.0;33176.2;196995.0;264669.0;64.9059;136.45;174.0;250.334;137.691;35944.0;4891.04;31705.8;147720.0;197.513;1196.21;13154.0
9;32;5;1;7979.96;46101.2;251044;413730.0;76.4157;155.943;198;256.629;157.361;40438;7385.75;44289.6;195267;260.894;1498.24;15138
5;32;2;1;1506.74;11979.6;60816.0;59767.1;37.5191;77.9713;102.0;52.0788;0.172032;5120.0;1390.19;11725.6;53759.0;26.8278;175.867;1832.0
5;32;3;1;1568.52;12087.8;66762.0;60307.4;37.5811;77.9713;102.0;97.7758;0.32256;9600.0;1390.02;11725.6;53759.0;43.0314;283.917;3298.0
5;32;4;1;1646.41;12210.3;74314.0;60919.0;37.6101;77.9713;102.0;163.242;78.4439;15422.0;1390.1;11725.6;53759.0;55.3315;328.291;5028.0
5;32;5;1;1742.64;12369.1;83720.0;61711.6;37.5537;77.9713;102.0;234.668;78.6805;22462.0;1389.99;11725.7;53759.0;80.298;486.827;7394.0
5;32;6;1;10469.7;83725.7;445196.0;417634.0;44.2578;155.899;164.0;319.622;78.96;30782.0;10030.0;83229.2;404197.0;75.598;261.618;10050.0
5;32;7;1;10616.7;84043.9;458321.0;419223.0;44.4216;155.899;164.0;424.059;157.21;40444.0;10033.1;83229.2;404197.0;115.003;501.556;13513.0
5;32;8;1;10764.4;84360.0;473165.0;420802.0;51.1217;233.827;226.0;534.688;157.576;51324.0;10023.8;83229.2;404197.0;154.62;739.369;17415.0
5;32;9;1;10927.3;84574.9;489827.0;421874.0;51.0683;233.827;226.0;665.295;235.912;63546.0;10022.9;83229.3;404197.0;187.907;875.868;21855.0
5;32;10;1;11120.0;84903.8;508409.0;423516.0;57.7309;311.755;288.0;809.115;314.292;77048.0;9998.65;82910.8;404197.0;254.243;1367.0;26871.0
5;20;5;0;3168.19;24037.2;151741.0;119923.0;26.5865;77.9713;102.0;149.342;78.3983;14062.0;1389.96;11725.6;53759.0;1602.0;12155.2;83803.0
5;20;5;1;1618.84;12206.5;72714.0;60900.0;26.6753;77.9713;102.0;149.43;78.3983;14062.0;1389.89;11725.6;53759.0;52.7314;324.539;4788.0
5;40;5;0;3480.99;24395.0;188305.0;121709.0;44.9825;77.9713;102.0;298.342;156.797;28124.0;1389.49;11725.7;53759.0;1747.88;12434.5;106305.0
5;40;5;1;1830.29;12525.3;91078.0;62491.5;44.973;77.9713;102.0;298.692;156.797;28124.0;1390.03;11725.7;53759.0;96.4767;564.873;9090.0

5;32;2;1;3051.7;11976.0;153818;59748.4;37.5722;77.9713;102;52.0445;0.172032;5120;2935.15;11722.0;146761;26.834;175.867;1832
5;32;3;1;3113.19;12084.2;159764;60288.6;37.5853;77.9713;102;97.7606;0.32256;9600;2934.82;11722.0;146761;42.9372;283.917;3298
5;32;4;1;3193.04;12206.8;167389;60900.6;37.6567;77.9713;102;163.301;78.4439;15422;2935.41;11722.0;146761;56.5775;328.367;5101
5;32;5;1;3291.06;12372.5;176868;61727.7;37.7157;77.9713;102;234.857;78.6805;22462;2934.82;11722.0;146761;83.5639;493.795;7540
5;32;6;1;6342.43;24308.3;334608;121276.0;44.3303;155.899;164;319.604;78.96;30782;5867.28;23430.4;293215;111.119;642.999;10444
5;32;7;1;6108.87;23116.3;295739;115340.0;44.4289;155.899;164;423.708;157.21;40444;5497.59;21968.6;241444;143.037;834.555;13684
5;32;8;1;6261.86;23385.9;310594;116686.0;51.158;233.827;226;534.534;157.576;51324;5496.53;21968.6;241444;179.523;1025.87;17597
5;32;9;1;9180.4;34664.5;447817;172960.0;51.3148;233.827;226;665.0;235.912;63546;8243.22;32949.0;362020;220.771;1245.79;22022
5;32;10;1;12124.8;46043.5;586898;229736.0;57.66;311.755;288;808.592;314.292;77048;10992.7;43929.5;482669;265.77;1488.02;26888
5;32;2;1;3052.16;11976.0;153818;59748.4;37.6312;77.9713;102;52.0955;0.172032;5120;2935.61;11722.0;146761;26.7346;175.867;1832
5;32;3;1;3113.5;12084.2;159764;60288.6;37.6583;77.9713;102;97.5942;0.32256;9600;2935.1;11722.0;146761;43.0501;283.917;3298
5;32;4;1;3191.12;12206.8;167389;60900.6;37.5308;77.9713;102;163.069;78.4439;15422;2933.83;11722.0;146761;56.5903;328.367;5101
5;32;5;1;3291.41;12372.5;176868;61727.7;37.8319;77.9713;102;234.77;78.6805;22462;2935.27;11722.0;146761;83.4423;493.795;7540
5;32;6;1;6341.86;24308.3;334608;121276.0;44.4418;155.899;164;319.328;78.96;30782;5866.84;23430.4;293215;111.156;642.999;10444
5;32;7;1;6107.78;23116.3;295739;115340.0;44.4915;155.899;164;423.905;157.21;40444;5495.94;21968.6;241444;143.357;834.555;13684
5;32;8;1;6261.64;23385.9;310594;116686.0;51.0273;233.827;226;534.114;157.576;51324;5496.78;21968.6;241444;179.617;1025.87;17597
5;32;9;1;9176.54;34664.5;447817;172960.0;49.4725;233.827;226;665.121;235.912;63546;8241.39;32949.0;362020;220.465;1245.79;22022
5;32;10;1;12122.9;46043.5;586898;229736.0;57.6905;311.755;288;808.49;314.292;77048;10990.9;43929.5;482669;265.639;1488.02;26888
5;32;2;1;3051.13;11976.0;153818;59748.4;37.5413;77.9713;102;52.0943;0.172032;5120;2934.57;11722.0;146761;26.8321;175.867;1832
5;32;3;1;3112.92;12084.2;159764;60288.6;37.5355;77.9713;102;97.7021;0.32256;9600;2934.58;11722.0;146761;43.0061;283.917;3298
5;32;4;1;3192.18;12206.8;167389;60900.6;37.5585;77.9713;102;163.093;78.4439;15422;2934.66;11722.0;146761;56.7682;328.367;5101
5;32;5;1;3289.97;12372.5;176868;61727.7;37.4938;77.9713;102;234.734;78.6805;22462;2934.14;11722.0;146761;83.5004;493.795;7540
5;32;6;1;6341.38;24308.3;334608;121276.0;44.4173;155.899;164;319.181;78.96;30782;5866.52;23430.4;293215;111.164;642.999;10444
5;32;7;1;6107.4;23116.3;295739;115340.0;44.3596;155.899;164;423.659;157.21;40444;5496.41;21968.6;241444;142.885;834.555;13684
5;32;8;1;6262.19;23385.9;310594;116686.0;51.0026;233.827;226;534.602;157.576;51324;5496.56;21968.6;241444;179.919;1025.87;17597
5;32;9;1;9180.08;34664.5;447817;172960.0;51.1351;233.827;226;665.131;235.912;63546;8242.75;32949.0;362020;220.973;1245.79;22022
5;32;10;1;12121.4;46043.5;586898;229736.0;57.7774;311.755;288;808.206;314.292;77048;10989.7;43929.5;482669;265.567;1488.02;26888
5;32;2;1;3050.9;11976.0;153818;59748.4;37.4653;77.9713;102;52.0503;0.172032;5120;2934.51;11722.0;146761;26.7793;175.867;1832
5;32;3;1;3112.42;12084.2;159764;60288.6;37.5735;77.9713;102;97.8221;0.32256;9600;2933.97;11722.0;146761;42.963;283.917;3298
5;32;4;1;3192.02;12206.8;167389;60900.6;37.6119;77.9713;102;163.282;78.4439;15422;2934.41;11722.0;146761;56.6097;328.367;5101
5;32;5;1;3290.84;12372.5;176868;61727.7;37.6374;77.9713;102;235.02;78.6805;22462;2934.56;11722.0;146761;83.5355;493.795;7540
5;32;6;1;6342.37;24308.3;334608;121276.0;44.3354;155.899;164;319.375;78.96;30782;5867.71;23430.4;293215;110.848;642.999;10444
5;32;7;1;6108.84;23116.3;295739;115340.0;44.3897;155.899;164;423.9;157.21;40444;5497.36;21968.6;241444;143.099;834.555;13684
5;32;8;1;6261.95;23385.9;310594;116686.0;51.1271;233.827;226;534.686;157.576;51324;5496.28;21968.6;241444;179.765;1025.87;17597
5;32;9;1;9179.92;34664.5;447817;172960.0;51.1179;233.827;226;665.126;235.912;63546;8242.93;32949.0;362020;220.643;1245.79;22022
5;32;10;1;12124.2;46043.5;586898;229736.0;57.7471;311.755;288;808.662;314.292;77048;10991.8;43929.5;482669;265.888;1488.02;26888
5;32;2;1;3051.19;11976.0;153818;59748.4;37.6194;77.9713;102;52.0459;0.172032;5120;2934.69;11722.0;146761;26.7377;175.867;1832
5;32;3;1;3113.96;12084.2;159764;60288.6;37.4796;77.9713;102;97.7806;0.32256;9600;2935.66;11722.0;146761;42.9438;283.917;3298
5;32;4;1;3192.3;12206.8;167389;60900.6;37.5859;77.9713;102;163.1;78.4439;15422;2934.93;11722.0;146761;56.5852;328.367;5101
5;32;5;1;3290.57;12372.5;176868;61727.7;37.5099;77.9713;102;234.698;78.6805;22462;2934.7;11722.0;146761;83.5727;493.795;7540
5;32;6;1;6343.31;24308.3;334608;121276.0;44.3958;155.899;164;319.365;78.96;30782;5868.33;23430.4;293215;111.118;642.999;10444
